Emotion,Text
neutral,nice guy consider impress smart great sens humor
sadness,feel quit deep friend girl die car accid
sadness,peopl start celebr christma poor turkey day forgotten year
joy,love love today wo hoooo
surprise,dinner momthi nicelol
joy,ap bio grade went pass class im definit gon na pass week day
fear,almost fell rock act foolishli play danger
sadness,great time walk kid light parad think cold wet rout made sick
surprise,finish prep mum th im may pass tirimassu
joy,youv alter titl itun untick sync music itun sync tick sync music sync
sadness,step outsid get look sky cloudi sleet chanc stargaz
surprise,question anyon ever serious thought anna wintour read market research
fear,im afraid tomorrow seen yesterday love today good one
joy,chri scrap key ict scratch made finger bleed start
sadness,wish could watch parad appar that done
joy,sometim ur sourc ur sometim ur smile sourc ur joy thich nhat hanh
surprise,happi thanksgiv fan love see oh yea
joy,suprem art teacher awaken joy creativ express knowledg albert einstein
fear,u pathet coward didnt copi post scare wuld realli know desper youv becom
neutral,kind
sadness,thanksgiv dinner today
surprise,happi didnt act tool back fan
joy,fb notif afternoon previou status wall post made deff gon na club invit
joy,take good care
sadness,unecessari layer bad interpret dnt fuel fire return what present follow
joy,amaz day life one
joy,happi may shift circumst joy lord give victori circumst
sadness,spend enough time think youll realiz decis never get easier bad news get wors
neutral,basic sat told felt constant critic welcom advic hope shed let us thing understood everyth lot peac
surprise,bout go visit work dont know
sadness,keep ask left school earli
surprise,practic thai food nao christma tree shop
sadness,depress lone peopl outsid contact counsel appear deepen feel seek allevi especi earli stage
sadness,that kind say stuff hasnt realli challeng much
sadness,happen lost two intim friend car accid
sadness,school end today im leav wonder friend tomorrow head istanbul high noon
anger,ju sum dirti yarnz naw rt rt fck u bitchnd ur p hole
neutral,ok bond
joy,favourit christma movi ever ever
sadness,thrice isnt break essenti spring tour last oh heart crush
surprise,there excess amount douch bag plane
sadness,skim pleas thatd nice thank oh janna im sorri ive got go
joy,plan spend day mom she go come day go bake togeth
neutral,wish could afford one
joy,tough old nightmorn eventu ave speed camera gla airport would speed anyway
fear,lot maryland action today hope field hockey women men soccer prevail turtl
surprise,hahah tournament great comeback cornerston though
surprise,ibland e det bra att tappa mssan g tillbaka fr att plocka upp den fr fr man se vuxna mnniskor rymddrkter
joy,time hour swim dive banquet
joy,sinc bounc wall im tire may come hous may fill w lord goodnight
joy,receiv grade averag midterm chemistri expect everi averag
joy,year im thank life im get know lord jesu christ amaz heartfelt journey
fear,big time saw lot heart heart
joy,slept like prolli wont sleep tonight
joy,moment elat realiz complet difficult class semest like came
fear,look old facebook photo notic circa late spring aka graduat eye bug
joy,pleas dont let bad win let good flourishpleas would love pain stopb ablesmil wld leap
joy,hid phone total got caught lectur need finish paper practic med calcul
joy,dont think understand happi found red pea coat
sadness,father left us anoth woman
joy,damn murphi law true librari start paper
joy,thank yall make today bearabl
fear,im gon na watch smolder children also cat jump top fridg kind wet
fear,tool rt war terror hoax imposs nobl first win war anger
joy,fantast terrif thanksgiv famili god bless
joy,effort pay accomplish someth
fear,one fellow student bunk field work attempt cover expos though directli meet field work supervisor afraid consequ
sadness,today happen wors thing ever saw anoth girl hurt bad
joy,ur heart hurt time tht person someth isnt right where
surprise,threw surpris bday parti junior high open door n ran back outsid hahahaha
disgust,walmart hand free five hour energi drink
sadness,thing make feel better get knock bayern beat citi
disgust,im pretti sure im weirdo left world hate home cook meal
joy,honey birthday day
sadness,ah right cool suregrey tooth
joy,much work tomorrow transcrib take hour finish film present decid want screenplay
surprise,organizingorgan interest news come
joy,christma break thank everyon support love encourag help busiest best semest life
joy,wouldnt feel good wasnt pain
joy,day life bosch hous jerri shoot crow bb gun rifl
neutral,fun friend play two hand touch flag footbal old play tackl footbal
joy,noth like tri relax brother play remot control car room sound effect
anger,wash machin isnt work
joy,love trade halo sell high unproven pitcher acquir obp machin compet defend catcher dfa mathi
surprise,love face peopl make sing korean
disgust,guy pick grl mall creep esp fairlan ugh
surprise,peek first gift left gener colleg pal sue think cozi fleec fabul preppi
fear,father involv car accid two year ago scare think would die lay unconsci hospit two week
fear,long run anytim avoid right thing fear die littl insid john ortberg
fear,one even gone fish friend heard roar lion near run live
surprise,palmetto state rivalri game
joy,yay english class one class might actual enjoy today
surprise,dont forget mexican food recip origin mexico dayum tasti
fear,tutori fear feel came sat chair look fellow student around realli scare would ask question challeng idea present
sadness,world may one person person may world dont think
sadness,liquid eye sorrow end moustach droop
surprise,lekker op de bank maar een begin maken van rijm
fear,child one even read novel ghost thu spent sleepless night kept feel ghost danc around
anger,made look like fool girl
joy,worthi lord god receiv glori honor power rev glori god thank
fear,enjoy church servic todaywel hav di frendsgod n humanco god real n power
surprise,kan die schijnheilig dat niet zelf doen en vanavond zeker met de eer gaan strijken
sadness,fall seven time stand eight japanes proverb
surprise,yup black time im actual nail havent decid color
joy,thank excit
joy,thank god angel surround famili dont know keep wing tuck shirt
disgust,way blow goal lead devil
anger,swear brother play joker thief
sadness,think chang major month origin major chines languag block way face mani problem sametim know real virtuou know interest chines factor make sad clear studi commun journal clear limit hesit feel adjust
joy,ugh god let go work
anger,control anger control control
joy,add voic muppet movi enthusiasm societi
joy,open te score envelop saw got physiotherapi
joy,sometim absolut noth last option homework
neutral,trust
surprise,one got sweet place live think bout time move
disgust,know work build site fedup disrupt
joy,rememb tansi said someth pendant topaz quit excit
sadness,im butter pecan ice cream what bitch
sadness,think luv luv wit slut
fear,feel weak weak wish could persist courag
surprise,thanksgiv break day earli mom idea
anger,typic famili argument
joy,inde smmfh probabl wont even get licens till start colleg
sadness,didnt succeed enter univers felt colleg entranc cours sistem prejud integr effort werent correspond
joy,although realli began last sunday period look back christ first come forward second
sadness,want sweet soooooo bad tooth mine want allow
joy,pm choir cantata tomorrow night join us church wonder holiday celebr
joy,last year went see friend yugoslavia two girl get along well
surprise,readi next week day got get christma thing readi he go love gift
anger,hate catch wiff someon els fart
sadness,train take militari servic left station platform remain rel project good time hard year ahead
surprise,turn lot time morn dont go tumblr
joy,lot thing part old peopl accept old stop feel restless realli read
fear,push court roller ditch slip fell roller roll back toward slopeit miracl still leg intact
fear,kimberley qui dit que mre est en train de voir prof principal apr h dattent
fear,planet earth move energi cloud mankind evolv mentallyspirituallyphys
sadness,time one hardest thing life entail
fear,get tube train without pay ticket
surprise,zo die thoma heeft wel een hele ander stem dan je zou denken nadat je zijn foto gezien hebt
sadness,ask girl date said
joy,come home wonder what go im stuck tonight
sadness,academ result poor repeat second year felt sad come sever year
joy,got know pass univers entranc exam thought done one exam badli
joy,give christma time expect one back
joy,christma music best period
sadness,may look fine outsid im die insid
surprise,actual realli great day today
surprise,well got say whp manchest didnt disappoint special weekend boyfriend birthday
joy,heard made second year univers
surprise,cor heeft weer opgezadeld met een berg werk wat ie ook prima zelf kunnen doen
joy,na een uurtj spin nog lekker met tegenwind naar hui gefietst
anger,idea time
sadness,yesterday best dream khloe replay happi real
anger,worst part set desktop hous dont know peopl dont say modem fail
sadness,hell happen onlin la time crossword puzzl
surprise,omg wait mom got done earli she come get us
surprise,scott ran hand hair bewilder face
surprise,mama think im work bday today would
anger,feel like word deni everi singl song
joy,eat babygirl relax watch littl tv look like get join baththn hw
surprise,du moment que tu coup pa serait ce une menac mon amour lol word
sadness,well still roll step day
joy,sooo pleas big snow flake outsid look absolut beauti make studi much better
surprise,headin back hope mae good enuff time stop n see mom dad way shhhh dont tell
joy,love kid im babysit make scene chick fila cant icecream
anger,argument brother behavior start fight got annoy start teas
anger,didnt call hate send sm messag
sadness,becom depress real prospect new decid enjoy chain masochist dwell miseri inadequaci
joy,break whole day best friend ever anyth would like
joy,simultan write page paper class
sadness,one day complet sad endingg cri
disgust,ppl eat octopu asham
joy,back home time stress school
surprise,let know your go bgt audit thursday ill bring isawa london xd
sadness,joe sat head hand hear mourn sound tug edg shoreward direct dock lone cri seagul overhead
surprise,kid crawl leg get movi oh well ye
joy,cant sleep forgot sleep pill wake tomorrow tho gon na fun
sadness,know sorri ever bought
surprise,uh like promot thought shitti employe
anger,friend promis give lift graz sure call went told promis anoth person give lift
sadness,silent die twitter explod post
joy,provid great word wisdom
sadness,noo geographi homeworkand first lesson
sadness,last day school life sad special farewel parti day felt sad leav behind belov teacher friend
sadness,matter much love tweet never tweet back
fear,scare
sadness,gave away dog peopl without knowledg
joy,crazi day left till christma
neutral,phone
surprise,goin get anklet wit intial date tat
neutral,ye agre retir particip program keep moment activ
surprise,im job hunt contract end today right christma good
surprise,aint talk friend day
anger,walk teenag patient mine work hospit go offic drawer remov money purs
joy,feel im go night homework
disgust,horribl experi today wait forev someth simpl end anyway
surprise,best gift ever receiv mine shirt friend girl cant rap sure write
sadness,believ god know deepli heart god hear pray believ good way
disgust,hate nasti cook work restaur put hair net head glove hand even requir
anger,everi class sound cool social scienc core ahhhh alreadi two
fear,admit im look forward return factor
sadness,twitter work work
joy,realis forgiven god realis much god love accept base perform love uncondit show love christ die need forgiv
surprise,motiv anyth tonight surpris
sadness,miss perform christma song togeth
neutral,three day
joy,cant wait drive skool snow tomrw
shame,littl asham lose selfcontrol complet dash hand across eye glare
joy,oh christma music day
surprise,ik ben benieuwt wie mij heeft en wat die voor heeft gemaakt
joy,bowl alley till whenev home final hw
joy,get dissect babi pig today
surprise,cool mom thank put stuf anim rat backpack
disgust,hear dog fart sync snore good thing im sick stuffi
anger,time play tiger wood see control make night
anger,michael stein tri unsuccess calm irat custom argu bill
joy,old friend visit univers
surprise,princess rt leav bailey flower step
anger,omg secretari jun jealou slam tabl
fear,day till put ticket
fear,find made stupid mistak exam
sadness,report tread delic ask great sorrow walter separ
sadness,dont want mac n chees date
joy,love christma light especi color one
joy,fuck god new korn album
anger,solemn wrote book observ joke help peopl fend
joy,call get work schedul tomorrow
joy,rememb stuff child hood exist wow happi rite
joy,thank encourag
fear,well famili pork dinner tomorrow may al qaeda listen talk insurrect anyway
sadness,setback
anger,daughter began stay away class age nine
joy,hiiiiii hooooo work go roll ten
anger,mother carri use mental pressur concern someth seriou real burden
joy,band christma concert tomorrow
joy,well sound like would ok care
fear,workmat antagonist week react violent critic work standard
surprise,ill bartend tonight art court studio theatr saw video young th anniversari recept
neutral,see safer right
sadness,first heard tage dannielsson die
surprise,de technisch basi voor staat nog even knutselen en dan testen
anger,realli dont want play soccer right
fear,cest au minimum ce que jai chaqu matin dan boit pro demain je revien apr jour dabsenc
fear,princess wale caus disquiet among fashion comment stick rule
fear,son pain leg appar reason
sadness,miss everyon use close want friendship back
sadness,thought someon sensit live right thing tri best see differ
disgust,way ive becom hypocrit hate
fear,gain strength courag confid everi experi stop look fear face eleanor roosevelt
sadness,wow thing twitter today tweet retweet
anger,hell decid import
disgust,boy u turn fuke mess aint even funni
surprise,go home tomorrow mom idea
anger,look done thumb
sadness,coffeer bull
surprise,final figur color im go dye hair
joy,congratul idea
joy,lol inde look forward work morn move shed load kit
surprise,lmao brother got lick face puppi
joy,first time life tell someon love
joy,examen de perfecto en world studi
neutral,need frustrat
joy,cours everybodi hobbi
fear,think seen smoke school teacher wait summon headmast offic
sadness,weird urg draw cant find old sketch book
anger,ive firm year id hate see go drain due poor leadership skill
surprise,pfff vrijdag moek wel na school bn echt moe en voel ech nie lkkr
surprise,hand fire ice empti till pm
neutral,go concert even join us
fear,noon seem concern museum templ cultur art subject indign
sadness,social situat pub close friend year told group around us advanc made
sadness,brandi cover roy orbison overand offici tour least quit bit
anger,never wout reason seldom w good one benjamin franklin
anger,fuck talk theyr horribl peopl im nice theyr bitch
joy,year ago mum bought scarf week ago lost today got back hand love person caff nero
joy,page paper due week
sadness,thisthi fuck hate wish could read mind
sadness,dammit wish friend girlfriend cant bi someth
joy,love pregnant sisterinlaw
fear,huge thing hold peopl back great
joy,sit spot account even better view annoy ass old guy
surprise,want buffet fuck gay
joy,get put medicin feel
joy,oh good lordstruth v campbel fridaymi timelin fill place trashi
fear,grimp pa dan le rideaux mang pa te ba
fear,love afraid tomorrow seen yesterday love today
joy,lazi ass sleep ill work weekend
joy,wana walk round crib butt nake wo destrub
sadness,help suicid note rt sometim realli realli hate life
joy,ugh time fight shower haha tire got sleep least comp clean time
neutral,feel today
surprise,realiz math class geniu highschool dont feel bad fail
surprise,shit crazi im friend woah okay oo
disgust,keep classi fan boo first ladi kidscom
joy,church morn great
joy,engulf physic note
neutral,lectur begin
joy,nb tech idiot like worth everi penni pay hr comput helplin use work sleep
sadness,hate say gone day miss west point
sadness,find best friend could go univers
surprise,love mother buy birthday card im
neutral,excus seat taken
joy,decemb bipolar month quickli oh year open day thunder
sadness,ai nt gone got work glum mood
surprise,bangor alex lightbodi must bewild bowler niba season
surprise,cant sleep yet someon text keep compani
joy,pass drive test fifth time taken test
joy,whole class fail physic
joy,lunch got confirm pass modul thu complet degre
fear,im look right eye sayin get fuck way ive got thing
anger,dear men here use piec advic avoid woman anger
sadness,men want good woman what point inconsider n selfi even appreci
fear,et accrochag jai eu la peur de vie mai je sui en vie cest ce qui compt
sadness,nooooo sign thing comeno car bike
sadness,could total lizjad bitch gif demi right turn comp alreadi
fear,eeri feel im go anyth weekend
neutral,twenti
joy,im sure hell love idea throw youll enjoy
sadness,surprisingli mani parent continu feel anxiou tens sad children
joy,take time everi day sit feet jesu
joy,discov gold leaf easi wonder result
joy,heaven
fear,got nasti electr shock tamper electr applainc
disgust,cynthia sister get peter need drop leech
surprise,could see puzzlement everyon face
joy,hide scarf caus im cold sat homework danc
fear,dream attack friend
sadness,last made eye get real soggi
joy,cant fall asleep think mani thing right get hour
fear,mere rhetor statement undefin like life
joy,let get soft drink
sadness,night owl dwindl need couch buddi
joy,there guy bathroom next room place tile radio play everybodi backstreet boy
surprise,even wachten tot de verf droog en dan weer verder
anger,professor isnt get pset better accept shit late im sorri gtfoh im make fuckin deadlin
fear,nwo fals fear divid conquer frank parker
fear,go weekend bike kilomet lone dark polder alway terrifi fantasi
joy,got german speak exam go christma
surprise,noth beat kindergarten whisper poo ear
neutral,sometim human be realli done someth wrong admit first
joy,went lectur call children die
sadness,masih ada phil jone small fryer rt peopl crazi let vidicferdinand go place
sadness,clear head escap nonsens interpret return life live day
surprise,lol wonder life live yall dont know believ yall find soon
joy,love god everyth beauti
joy,tem tanta coisa pa mim tweeta sobr mai mta coisa e acababo lembranu de um bang e eskecenu de otro
surprise,work christma present
joy,great hand smell like doro wit lol
sadness,alreadi time go back school tomorrow break go
joy,welcom twitter friend gon na love
joy,feel bless team israel
joy,need get new trainer canvass cloth fank god near christma
sadness,noth els look fwd atleast sixer play hard unlik team
surprise,think ima home day bore im gone day b
anger,peopl harrass feel oppress behavior
joy,monday yay set goal make week product excit healthi athom workout plan massag schedul
joy,ur aliv good health smile happi dont let someon take god give
fear,dive ice cave depth metr visibl almost zero oxygen level decreas threateningli three us diver one safeti rope
surprise,ik denk dat volgend week ook nog train want dan haan naar tim meteen uit de yrain
joy,break imagin person admir sit talk laugh ask anyth hear answer
joy,listen bass line kill
anger,real shit idgaf polici dont want fuxkin discount fuxkin deal wait line want fuckn coffe
joy,studi till end week
fear,cant time choos love jg
joy,xma drink season begin there sever function everi night xma
joy,breath silverwhit waqua energi build pillar sourcedown earth coreallow flow thru pillar
sadness,boy dont cri doesnt good end im afraid
anger,hate tax wouldv made solid today instead made
joy,get finish excit sunday show midget
joy,feel unbeliev happi relationship boyfriend reoccur feel
joy,final finish homework least much homework im go tonight
joy,friend pleas often happen
joy,tool best nap hour long ugh bac realiti psych class min
surprise,paar minuutj richt joyc en haar dan meenemen hihi ze heeft nog geen ide
joy,feel birthday love thank
disgust,saw commerci someth call forev lazi essenti snuggi onepiec sweatsuit jesu
joy,weap may endur night destin come morn
disgust,everytim see face want vomit idea much shadi boyyy move schoooolssssss thank
joy,final bent sleep rock min urrgghhh final get like hour sleep wake
joy,hope know yall reason fun still
sadness,heard nephew pass away
sadness,sorri sir tabl reserv way pleas one sir
sadness,broke two light go put around wall
surprise,broke promis clean room today haha ill tomorrow
joy,u truli r take much mo energi u gener neg b natur joy
sadness,send new len back save mm keep repeat thing thing
disgust,heard toilet flush girl walk straight restroom know fact didnt wash hand
disgust,hell found facebook page use bing bar premis use bing
fear,homophobia phobia prime word fear turn hate shouldnt afraid im afraid
surprise,nutmeg bewild nt know
joy,yeah impress tom hank perform movi
anger,oh miss burt reynold day favorit holiday entir year miss
neutral,glass
disgust,yo realli cant stop laugh lol never micro shit like edg much get braid
joy,call mommi ask got food home balik rumah mak masak
joy,went see entranc examin result univers rejoyc success
surprise,haha good girl much tonight
surprise,k ga op decemb een vuilniszak voor iemand zn deur leggen aanbellen en dan keihard wegrennen
anger,say im piss understat want speak
joy,wow one christma product five go whoop gon na go fast
sadness,know im sorri
joy,found travel best friend
joy,long walk work
surprise,good girl give dick box
anger,friend nan sent disgust messag
surprise,astonish chang
surprise,va plancher sur notr big de janvier pour no fan ah ah
anger,accus drunk bottl liquor refil water
joy,one year search friend found flat abl pay
surprise,dont want put ornament tree want put tree yeahhbuddi lol
sadness,worst thing know someon who depress beyond point cheer
joy,admit chines universi
joy,legend say float free time carri hope
anger,f serious almost got major car accid lucki im good driver
joy,ahh happi go school tomorrow cant wait hang everyon week
sadness,help peopl dont like muppet school
surprise,lmfao rt thought friend w benefit realli youv commit relationship month
joy,matter emot night hold morn alway hold someth better
surprise,rememb time walk guitar center walk guitar
joy,life report toddler temperatur babi possibl growth spurt wife v tire cold walk dog rain
fear,alreadi train u need clean mess
fear,complac enemi accomplish
sadness,chang bio your road ai anymor
joy,oh mann go new twitter interfac
sadness,puppi get surgeri tomorrow omg
joy,greatw watch anoth bore psycholog documentari
sadness,comer en el burguer encontrart una panda de cani de ao hablando de sexo dond vamo llegar
anger,realli buse run person decid buse run
joy,case anyon forgot much hurt hand close door realli appli makeup even pain
sadness,death father die laryng cancer
anger,boyfriend sat half night play comput game friend
surprise,ludiek cadeautj voor weinig euro gevonden en opgehaald gedicht van kantj nog niet klaar maar begint vorm te krijgen
joy,smile babi boy laugh wonder man odd glass rose xx
joy,life look first time awhil truli thing christ strengthen
joy,fear factor come back
surprise,separ us birth wouldnt take music world age
sadness,ass year old asian girl
neutral,im afraid gain littl
anger,guilti wast food
sadness,learn friend mine speak boyfriend week argument unfound jealousi
joy,work run bike lift swim
joy,back gym tonight got ta loos million pound put work week
joy,may ask danc
joy,squeal get fam friend kitti christma might get babysit day
joy,cant nothin nobodi steal lord ju keep blessng job advanc special bless
joy,earli game today
joy,god greatest gift morn
joy,sure would great ill bring wine
joy,sister gave birth twin healthi one
joy,write hour govern exam
surprise,ask ever came someon said yea accid told
surprise,think year ago someon told go happen wouldnt believ best
joy,yeah remind say basebal america favorit pastim
sadness,betteril tri forgiv big
sadness,thought twitter deactiv wouldnt let mention mine
disgust,la offer occupi hous offic space farmland whine rich peopl fair
joy,look forward vid gave almost everyth quit job adventur full time learn live fulli
neutral,jess chill
joy,final homework get end huge test thing tomorrow
joy,hate sneez start cant stop ah right type stop sneez
joy,bless home church like cla
sadness,feel fuck bad moment
fear,would anyon protest what low low price mani great job place like walmart mcdonald
sadness,say true love hide behind everi corner must walk circl
surprise,daddi home hour earli
fear,roommat refus walk english lectur walk alon dark lectur biolog build
surprise,whoa templ run guy got wing
joy,billi crystal would extrem proud today
fear,doesnt work look like broken need get hospit drive
anger,havent done anyth
surprise,hard work van
sadness,learnt boy like girl three year
joy,fact st holiday spent without father im far sad im thank
fear,first came cal went ralli sproul later learn ralli conduct mooni cult take pictur ralli afraid would circul pictur kidnap peopl know cult work scare
joy,look like rudolph came town bit earli year form red pimpl nose littl halfasian jewish boy
joy,one isxxx method use return bool return void three bool output paramet
anger,lol scratch angeradd
joy,well depress write paper depress girl
anger,condit tongu work faster mind think regret word say loos lip sink ship
joy,turkey black shit
anger,slow hurri bu goe twenti eight
sadness,disappoint child carol cure
fear,fear restrict repress limit love expressiveabund freeflow coexist
joy,pain real miss love one smile rest great place
sadness,think might dont realis flirt sometim case real life tri suck grandli
neutral,ohhistori
joy,fantast didnt want come back
surprise,tri surpris birthday boy end surpris us show hide spot
surprise,cool thing credit even though fail credit class noth happen realli
fear,choos life choos recoveri choos help choos tri new life
joy,mall jake dakota
joy,wast anoth hour life look park space back bay
joy,last year pass ba exam psycholog stood first class thu got first prize colleg happi tell parent friend
fear,yeah go guess spider thought everyon though
joy,got posit result examin achiev bachelor degre plycholog
anger,need grab licens drive gym right feed bag combo ughhh
fear,kinda sad u made twitter cant beak caus im afraid youll read
sadness,rip patric oneal funni charli sheen roast
anger,isnt obviou first impos way much im tire away second stood valentin day
sadness,went oregon duck game last night saw
fear,dont let hold back achiev great
anger,stupid mschiv tell us write complet sentenc answer give us littl line write
sadness,lol unfortun straight club gay boy watch glee make wan na find someon
sadness,oh im sorri chang anoth one prefer
surprise,walli amo black
surprise,surpris knew come lol ive made good actual x
anger,step poo apart job
fear,guy movi guy got kill movi
sadness,sudden doubt made run long time raini autumn night reach intend place saw belov anoth man arm sudden blow grief qualifi pain rememb
sadness,glanc linoleum despair
neutral,perfect
joy,got wed ring diamond boy love
surprise,give lot thing cant forget surpris
joy,inform accept student psycholog
joy,way franc girlfriend went verona chanc met italian coupl gave us two ticket dressrehears aida differ world us full fascin represent ate phantast pizza restaur near arena
joy,christma realli make happi give reason help peopl
joy,say ok wear baggi purpl short
sadness,man aint ran track two year koo tho ima rockin piec pride p
anger,toward everyon reach dont give say yet ill send
fear,give speech histor event audiec peopl age know
surprise,wow nigga realli walk n hous tho wait time hop
sadness,assassin creed broke
sadness,uncl die felt sad funer
sadness,ive decid live tweet sorrow brown game
shame,often would say someth foolish immedi regret cover embarrass say someth wors
joy,yep littl chunder monkey work yesterday stay till sale
joy,forget thirsti thursday better thing dolik write five page paper
joy,inspir like heavenli shower soak instant gift chang live inspiredgud
joy,love write reciev letter
anger,terribl quarterback strong defens effort strongleg kick good footbal game
fear,deepest inadequ power beyond measur
anger,said thing three month ago
sadness,die happi woman love anoth heart soul that enough
sadness,oh hope son write good dragonrid book im probabl dozen behind
surprise,phone call tonight would great
surprise,tri enjoy tron legaci chlidren birthday parti happen around us
joy,ive got massiv pile iron
joy,afterward quietli ecstat
disgust,agre rt someon kiss one person one time
neutral,hi nicol good weekend
surprise,super great end day
fear,gon na lie never want broken heart
joy,regret proudeith way word alway seem come one mean much
neutral,who brad
surprise,appar christma tree year
sadness,birthday next sunday im turn still drink illeg
joy,heartwarm feel get mother smile hugw smile alway tri hide
surprise,think sodomi bot would surpris uh
sadness,that super cute alway want bang hair curli
joy,good night sleep howev still feel like death
sadness,year ago mother suffer canccer die within two year finish studi could bear respons children mother tri best take care us live pain two year neither doctor could anyth cancer incur eager replac suffernig even die instead
sadness,better half sooooo far away shirt hug
fear,walk home one night get bu town confront group male would let pass made comment etc cross road hurri home
surprise,dont tell peopl thing tell let
joy,travel car franklin listen sufjan christma music read kierkegaard
joy,serious least made ticket worth work today
joy,cold get walk home
sadness,bad start day stuck bad traffic jam way miss morn meet
joy,doc final came theyr give pill take blood got ta come back ultrasound
surprise,ask question loganand youll learn answer tomorrow
joy,happi anniversari sweetheart
neutral,pleas excus realli go
surprise,net een lijst ingevuld met vast kosten strak mijn hui ed en guess ik geef meer aan mijn auto uit dan het gemiddeld
sadness,feel left guess alway boyfriend
fear,attack day dont let attack fear knock faith answerednobodi
joy,god rock fortress strong tower chang life forev singl prayer
fear,wont make move word friend
fear,ye wise word feel leap anyway thing thought couldnt via
anger,yeah friend think may spark plug starter motor
fear,b u life afraid loneli u life scare leav u must first accept
surprise,like magician ju vanish mayb shunt told roofi fb new one haha
anger,girl trust share person confidenti matter twist fact told common friend common friend told version friend told angri
fear,hartramsey result see walk situat wo lord faith realiz get b
fear,teach teach god protect evil love time
joy,delont im tell youu u go home even less peni
surprise,p haha dont mad huney im gon na draw today right
joy,haha heard nigel give unwant attent day stuck car min fri
surprise,doubt ill get messag today wont
joy,feel happi
sadness,didnt well last exam father know beat
fear,loath man fear loath h thompson
disgust,jerri springer show
joy,day goe hous isnt cover toilet paper
surprise,dorito cheeto big nestl crunch snicker bar jhe
fear,dont ever test nigga ur afraid die rule live
joy,hate doctor scare ima get shot sinc physic er follow
neutral,know ive recent teach french
disgust,tweet pipelin canada sell oil china upset even obamacar
joy,holi fire keep purpos warm intellig aglow
fear,he look he come
surprise,late night diner trip werent
joy,sum cube squar sum
sadness,oggi dei bambini mi hanno chiesto chi aveva acceso la luce e io ho detto babbo natal e loro hanno detto che non esist nemmeno
sadness,dude like hot sauc wing
fear,le moment ou tout le lumir du train steignent et tu sai pa pourquoi
surprise,smell privat studi room never ceas amaz
sadness,lack persist ur life follow mainli mani ppl stay tune xo
surprise,hoe lucki kun je zijn krasloten van euro winst en ander euro
sadness,sad sad moment run pencil lead studi calculu aaaaand your near dorm
joy,absolut noth listen christma music drink hot cocoa
joy,almost end novemb still dont feel cold
anger,mom unfair
joy,ms yangyou speak good english
sadness,need back comput put shop money harddriv shall prolong
sadness,ye im feel better actual im feel even wors
disgust,feel pretti aw realli cant handl pictur patho book tonight
joy,receiv letter inform accept chines univers student excit long
fear,hello help comput oh man
joy,get someth seem hard like get job boyfriend etc specif sutuat start date boy like long time
anger,stori didnt even hold togeth feel idiot
anger,gain reign demon sought refug domain thought invok name
fear,keynot speaker show il cold feet
joy,wife start use twitter she tell follow peopl need listen
anger,cant possibl angri strum ukulel jake shimabukuro
joy,true green dragon relay
joy,hope rt econ class go fail beckley class miser
joy,yeah didnt homework yesterday sue day shall said homework
sadness,know your becom grow final decid time throw jerri mauri button
surprise,thanksgiv stori learn lie
surprise,ask tam tom cruis say he allow
joy,hermit fishbowl spend friday night stata matlab
joy,mom took hello kitti obsess car
joy,break enjoy call send note make time connect
sadness,father suddenli fell ill die
sadness,note self selfdont make track edit morn one awak critiqu
anger,move differ citi compani father work also move place difficult make new friend
neutral,correct time pleas
anger,appoint downtown person question half hour late
joy,im usual happi person reason woke uber happi spread good morn
joy,urgent care day
joy,midst excit win bake whole night away im gon na snuggl couch hot peppermint cocoa
joy,live world full peopl pretend someth
sadness,shoot terribl one team member week st floor va tech shoot knew victim
anger,justin bieber perform sugar bowl year ive lost hope human justindweeb
joy,everyon search happi overlook everlast god place
surprise,yay boo got earli sooo excit
surprise,strip call hous parent answer know child go spring break vacat
fear,walk dark
joy,day tomorrow ill homework studi day
anger,univers convok stroll like freshman still innoc manipul see goal exalt poor charact peopl felt anger feel mass maneuv
sadness,welcom decemb weird crap ton snow none
sadness,desir first go palac westminst lord greet queen mother tender condol share grief famili
surprise,cloudi weather port loui that
surprise,heeft de sint een opdracht gegeven om een bom te maken al doel de arena te laten branden wat die sint geweldig
joy,happi thanksgiv uur r giver
surprise,eindelijk bed net nog frieten en frikadel speciaal geverfd morgen het bakj plakken
joy,accept student psycholog guttenburg
neutral,realli peopl get marri beforeth age
sadness,forev stomach pain
joy,greatest feel give uncondit expect want noth return
joy,highlight see one student receiv import award nomin idea get
fear,plz dun tell jay
joy,go list friend outcom real friend dog
sadness,new level procrastin avoid write thesi work anoth class
joy,got foot caught load wire trip straight question knee definit bruis
sadness,sound dad make look report card
anger,fail msc exam
fear,gone box tournament end oclock morn alon way back could hear bark dog nocturn anim sound footstep rumour circul ghost area
fear,last day shave novemb readi shave beard
anger,dont think could hate someon much hate gah want take pillow sleep
sadness,damn wish saint row greaser gang
sadness,even miser second last
sadness,found abil ordinari work wors fellow mate
sadness,crave nathansne magwheel tabasco coke light like right
sadness,dont help shall make miser ever life
surprise,super leuk avond gehad bij schoonoud en even bij gerben beetj jammer dat ik uit glee nog meer pijn
joy,goodnight tweethead english final
sadness,feel world end today
joy,gut go spur game sacrific ive made buy christma present
surprise,whoa lost still air
sadness,moment leap bed accidentallyy pull muscl
joy,hour practic game
sadness,skin nt particularli notic mood saw heard noth noth except describ kind mourn whistl come deep wood
anger,im grate everyon class enjoy
joy,get must approach futur determin joy
